ID,Species,Group,Area,Survey,Type,Value,Harbour,POINT_X,POINT_Y
934,Mute Swan,Waterfowl,All,Jan/Feb 1999,Count,5,Sooke,452173.893,5358012.643
935,Trumpeter Swan,Waterfowl,All,Jan/Feb 1999,Count,NA,Sooke,451920.0196,5359289.446
936,Canada Goose,Waterfowl,All,Jan/Feb 1999,Count,144,Esquimalt,467556.6312,5365595.969
937,Brant,Waterfowl,All,Jan/Feb 1999,Count,NA,Sooke,449872.496,5357698.606
938,Wood Duck,Waterfowl,All,Jan/Feb 1999,Count,NA,Esquimalt,468479.5278,5364552.816
939,Green-winged Teal,Waterfowl,All,Jan/Feb 1999,Count,14,Esquimalt,467459.4391,5364363.935
940,Gadwall,Waterfowl,All,Jan/Feb 1999,Count,1,Esquimalt,467005.1341,5365932.36
941,Mallard,Waterfowl,All,Jan/Feb 1999,Count,258,Sooke,451594.5934,5359696.522
942,Northern Pintail,Waterfowl,All,Jan/Feb 1999,Count,2,Sooke,450933.0135,5359513.906
943,Eurasian Wigeon,Waterfowl,All,Jan/Feb 1999,Count,2,Sooke,451436.2576,5359382.009
944,American Wigeon,Waterfowl,All,Jan/Feb 1999,Count,157,Esquimalt,467255.3582,5365783.786
945,Canvasback,Waterfowl,All,Jan/Feb 1999,Count,34,Sooke,450403.5462,5358485.955
946,Greater Scaup,Waterfowl,All,Jan/Feb 1999,Count,225,Esquimalt,467338.1277,5364709.355
947,Lesser Scaup,Waterfowl,All,Jan/Feb 1999,Count,42,Sooke,451106.6348,5358016.182
948,scaup sp.,Waterfowl,All,Jan/Feb 1999,Count,NA,Esquimalt,467946.479,5366250.783
949,Harlequin Duck,Waterfowl,All,Jan/Feb 1999,Count,11,Esquimalt,467329.3335,5365423.352
950,Oldsquaw,Waterfowl,All,Jan/Feb 1999,Count,24,Sooke,449620.9705,5358759.051
951,Surf Seater,Waterfowl,All,Jan/Feb 1999,Count,34,Sooke,451311.8133,5359537.097
952,White-w inged Scoter,Waterfowl,All,Jan/Feb 1999,Count,NA,Sooke,451717.9511,5358971.531
953,Common Goldeneye,Waterfowl,All,Jan/Feb 1999,Count,122,Esquimalt,467029.319,5365609.737
954,Bufflehead,Waterfowl,All,Jan/Feb 1999,Count,203,Esquimalt,466824.7346,5366618.879
955,Hooded Merganser,Waterfowl,All,Jan/Feb 1999,Count,42,Esquimalt,466986.6098,5366439.715
956,Common Merganser,Waterfowl,All,Jan/Feb 1999,Count,6,Esquimalt,467455.6829,5366288.078
957,Red-breasted Merganser,Waterfowl,All,Jan/Feb 1999,Count,119,Sooke,450380.3242,5358783.019
958,American Coot,Coots,All,Jan/Feb 1999,Count,22,Esquimalt,467610.6958,5365362.089
959,Semipalmated Plover,Shorebirds,All,Jan/Feb 1999,Count,NA,Esquimalt,467709.4866,5364636.879
960,Killdeer,Shorebirds,All,Jan/Feb 1999,Count,NA,Sooke,451473.2821,5357516.9
961,Black-bellied Plover,Shorebirds,All,Jan/Feb 1999,Count,4,Sooke,451492.7086,5357832.135
962,Black Oystercatcher,Shorebirds,All,Jan/Feb 1999,Count,4,Sooke,449952.5883,5358753.803
963,Greater Yellowlegs,Shorebirds,All,Jan/Feb 1999,Count,NA,Sooke,452535.6308,5358025.67
964,Ruddy Turnstone,Shorebirds,All,Jan/Feb 1999,Count,NA,Sooke,452612.3226,5358749.895
965,Black Turnstone,Shorebirds,All,Jan/Feb 1999,Count,59,Esquimalt,467513.8567,5365669.42
966,Dunlin,Shorebirds,All,Jan/Feb 1999,Count,NA,Sooke,450280.3832,5358965.964
967,Western Sandpiper,Shorebirds,All,Jan/Feb 1999,Count,NA,Sooke,449848.0602,5359247.827
968,Least Sandpiper,Shorebirds,All,Jan/Feb 1999,Count,NA,Sooke,451622.2849,5358200.111
969,Sanderllng,Shorebirds,All,Jan/Feb 1999,Count,NA,Esquimalt,468324.5912,5364748.311
970,Short-billed Dowitcher,Shorebirds,All,Jan/Feb 1999,Count,NA,Esquimalt,467299.2572,5366091.989
971,Common Snipe,Shorebirds,All,Jan/Feb 1999,Count,NA,Esquimalt,468471.1,5364690.146
972,Red-necked Phalarope,Shorebirds,All,Jan/Feb 1999,Count,NA,Esquimalt,467194.7971,5366119.926
973,Bonaparte's Gull,Gulls and Terns,All,Jan/Feb 1999,Count,NA,Sooke,452131.2001,5357385.964
974,Heermann's Gull,Gulls and Terns,All,Jan/Feb 1999,Count,NA,Sooke,450163.6308,5359130.589
975,Mew Gull,Gulls and Terns,All,Jan/Feb 1999,Count,590,Esquimalt,467931.0575,5364486.886
976,California Gull,Gulls and Terns,All,Jan/Feb 1999,Count,NA,Sooke,452257.3776,5358815.326
977,Thayer's Gull,Gulls and Terns,All,Jan/Feb 1999,Count,27,Esquimalt,467342.3595,5365602.49
978,Glaucous-winged Gull,Gulls and Terns,All,Jan/Feb 1999,Count,192,Sooke,452341.1978,5358280.793
979,Western Gull,Gulls and Terns,All,Jan/Feb 1999,Count,NA,Sooke,452805.2376,5358640.548
980,gull sp.,Gulls and Terns,All,Jan/Feb 1999,Count,NA,Sooke,450905.7978,5358703.394
981,Caspian Tern,Gulls and Terns,All,Jan/Feb 1999,Count,NA,Esquimalt,467424.1469,5365991.63
982,Common Murra,Auks,All,Jan/Feb 1999,Count,6,Sooke,452772.2575,5357251.51
983,Pigeon Guillemot,Auks,All,Jan/Feb 1999,Count,12,Sooke,452423.1925,5358857.51
984,Marbled Murrrelet,Auks,All,Jan/Feb 1999,Count,1,Sooke,450495.7886,5358654.735
985,Cassln's Auklet,Auks,All,Jan/Feb 1999,Count,NA,Sooke,451152.5479,5358520.043
986,Rhinoceros Auklet,Auks,All,Jan/Feb 1999,Count,11,Sooke,451425.1804,5359910.39
987,Pied-billed Grebe,Loons and Grebes,A,Jan/Feb 1999,Count,2,Sooke,452531.7769,5359158.2
988,Horned Grebe,Loons and Grebes,A,Jan/Feb 1999,Count,NA,Esquimalt,467595.4554,5365866.025
989,Western Grebe,Loons and Grebes,A,Jan/Feb 1999,Count,NA,Esquimalt,467012.8702,5366450.518
990,Double-crested Cormorant,Cormorants,A,Jan/Feb 1999,Count,1,Sooke,451609.4833,5357333.278
991,Great Blue Heron,Herons,A,Jan/Feb 1999,Count,NA,Sooke,452786.0315,5358774.897
992,Mute Swan,Waterfowl,A,Jan/Feb 1999,Count,NA,Esquimalt,467164.9392,5365917.688
993,Canada Goose,Waterfowl,A,Jan/Feb 1999,Count,63,Sooke,450826.9304,5359275.404
994,Wood Duck,Waterfowl,A,Jan/Feb 1999,Count,NA,Esquimalt,467868.2537,5366262.684
995,Green-winged Teal,Waterfowl,A,Jan/Feb 1999,Count,NA,Sooke,449996.9147,5358704.977
996,Gadwall,Waterfowl,A,Jan/Feb 1999,Count,NA,Sooke,450721.5194,5358292.388
997,Mallard,Waterfowl,A,Jan/Feb 1999,Count,59,Sooke,450235.8528,5358781.925
998,Northern Pintail,Waterfowl,A,Jan/Feb 1999,Count,NA,Esquimalt,467211.2975,5366390.144
999,Eurasian Wigeon,Waterfowl,A,Jan/Feb 1999,Count,NA,Sooke,450173.0564,5358875.606
1000,American Wigeon,Waterfowl,A,Jan/Feb 1999,Count,2,Sooke,450241.5746,5357929.872
1001,Canvasback,Waterfowl,A,Jan/Feb 1999,Count,23,Esquimalt,467610.2865,5365276.308
1002,Greater Scaup,Waterfowl,A,Jan/Feb 1999,Count,123,Esquimalt,467401.949,5365257.785
1003,Lesser Scaup,Waterfowl,A,Jan/Feb 1999,Count,NA,Sooke,450789.2555,5358303.531
1004,Scaup sp.,Waterfowl,A,Jan/Feb 1999,Count,NA,Sooke,451536.4783,5358594.346
1005,Surf Scoter,Waterfowl,A,Jan/Feb 1999,Count,NA,Esquimalt,467073.3984,5365405.93
1006,Common Goldeneye,Waterfowl,A,Jan/Feb 1999,Count,NA,Sooke,449528.6753,5359002.359
1007,Bufflehead,Waterfowl,A,Jan/Feb 1999,Count,58,Sooke,451324.9623,5359753.147
1008,Hooded Merganser,Waterfowl,A,Jan/Feb 1999,Count,NA,Sooke,449764.6688,5359576.009
1009,Common Merganser,Waterfowl,A,Jan/Feb 1999,Count,NA,Sooke,450138.8579,5359515.401
1010,American Coot,Coots,A,Jan/Feb 1999,Count,11,Esquimalt,467632.2785,5364981.71
1011,Killdeer,Shorebirds,A,Jan/Feb 1999,Count,NA,Esquimalt,467736.1654,5365758.66
1012,Western Sandpiper,Shorebirds,A,Jan/Feb 1999,Count,NA,Sooke,449438.9405,5359377.23
1013,California Gull,Gulls and Terns,A,Jan/Feb 1999,Count,NA,Esquimalt,467355.7396,5365237.56
1014,Glaucous-winged Gull,Gulls and Terns,A,Jan/Feb 1999,Count,12,Esquimalt,467403.5354,5365338.936
1015,Belted Kingfisher,Kingfishers,A,Jan/Feb 1999,Count,NA,Sooke,451181.821,5358797.535
1016,Double-crested Cormorant,Cormorants,B,Jan/Feb 1999,Count,4,Esquimalt,467393.875,5366348.78
1017,Great Blue Heron,Herons,B,Jan/Feb 1999,Count,NA,Sooke,449451.107,5359003.968
1018,Trumpeter Swan,Waterfowl,B,Jan/Feb 1999,Count,NA,Esquimalt,466773.055,5366132.499
1019,Canada Goose,Waterfowl,B,Jan/Feb 1999,Count,9,Sooke,451949.9498,5359186.726
1020,Mallard,Waterfowl,B,Jan/Feb 1999,Count,33,Sooke,451050.407,5357667.812
1021,Eurasian Wigeon,Waterfowl,B,Jan/Feb 1999,Count,NA,Esquimalt,467775.5983,5364636.514
1022,American Wigeon,Waterfowl,B,Jan/Feb 1999,Count,4,Esquimalt,467124.3862,5365479.214
1023,Canvasback,Waterfowl,B,Jan/Feb 1999,Count,10,Esquimalt,466818.1517,5364783.95
1024,Greater Scaup,Waterfowl,B,Jan/Feb 1999,Count,45,Sooke,449705.7957,5359347.63
1025,scaup sp.,Waterfowl,B,Jan/Feb 1999,Count,NA,Esquimalt,467245.8393,5364769.306
1026,Bufflehead,Waterfowl,B,Jan/Feb 1999,Count,20,Esquimalt,467255.5687,5366067.902
1027,Hooded Merganser,Waterfowl,B,Jan/Feb 1999,Count,2,Sooke,451329.6811,5358989.023
1028,Common Merganser,Waterfowl,B,Jan/Feb 1999,Count,NA,Esquimalt,467000.5816,5366007.232
1029,Red-breasted Merganser,Waterfowl,B,Jan/Feb 1999,Count,1,Sooke,451821.7405,5357956.273
1030,Western Sandpiper,Shorebirds,B,Jan/Feb 1999,Count,NA,Esquimalt,467701.989,5366219.78
1031,Least Sandpiper,Shorebirds,B,Jan/Feb 1999,Count,NA,Sooke,450419.069,5359632.745
1032,Mew Gull,Gulls and Terns,B,Jan/Feb 1999,Count,NA,Sooke,450077.3685,5359259.648
1033,California Gull,Gulls and Terns,B,Jan/Feb 1999,Count,NA,Sooke,451951.6693,5358800.562
1034,Glaucous-winged Gull,Gulls and Terns,B,Jan/Feb 1999,Count,3,Esquimalt,467616.1833,5366308.972
1035,Belted Kingfisher,Kingfishers,B,Jan/Feb 1999,Count,NA,Esquimalt,466992.9383,5364869.694
1036,Red-throated Loon,Loons and Grebes,All,Mar/Apr 1999,Count,50,Sooke,450250.6426,5358424.395
1037,Pacific Loon,Loons and Grebes,All,Mar/Apr 1999,Count,6,Sooke,451401.1749,5359118.998
1038,Common Loon,Loons and Grebes,All,Mar/Apr 1999,Count,4,Sooke,451893.5896,5359181.804
1039,Yellow-billed Loon,Loons and Grebes,All,Mar/Apr 1999,Count,NA,Esquimalt,467038.8122,5364469.307
1040,Pied--bllled Grebe,Loons and Grebes,All,Mar/Apr 1999,Count,NA,Sooke,451519.0079,5357614.108
1041,Eared Grebe,Loons and Grebes,All,Mar/Apr 1999,Count,NA,Sooke,451484.4206,5359153.83
1042,Red-necked Grebe,Loons and Grebes,All,Mar/Apr 1999,Count,28,Esquimalt,468147.3027,5364921.217
1043,Horned Grebe,Loons and Grebes,All,Mar/Apr 1999,Count,7,Esquimalt,467353.4348,5364998.244
1044,Western Grebe,Loons and Grebes,All,Mar/Apr 1999,Count,27,Sooke,452546.7297,5357728.961
1045,Double-crested Cormorant,Cormorants,All,Mar/Apr 1999,Count,111,Esquimalt,468323.7739,5364767.093
1046,Brandt's Cormorant,Cormorants,All,Mar/Apr 1999,Count,NA,Esquimalt,467198.3935,5366385.222
1047,Pelagic Cormorant,Cormorants,All,Mar/Apr 1999,Count,NA,Sooke,452421.081,5357778.903
1048,Great Blue Heron,Herons,All,Mar/Apr 1999,Count,7,Sooke,449321.9427,5359044.171
1049,Mute Swan,Waterfowl,All,Mar/Apr 1999,Count,8,Sooke,451925.2548,5358275.561
1050,Trumpeter Swan,Waterfowl,All,Mar/Apr 1999,Count,NA,Esquimalt,466451.7163,5367010.637
1051,Canada Goose,Waterfowl,All,Mar/Apr 1999,Count,74,Sooke,450327.7709,5357663.422
1052,Brant,Waterfowl,All,Mar/Apr 1999,Count,NA,Esquimalt,467346.8697,5365396.866
1053,Wood Duck,Waterfowl,All,Mar/Apr 1999,Count,NA,Sooke,450100.9615,5359229.699
1054,Green-winged Teal,Waterfowl,All,Mar/Apr 1999,Count,20,Esquimalt,468117.5811,5364641.552
1055,Gadwall,Waterfowl,All,Mar/Apr 1999,Count,5,Esquimalt,467985.352,5365216.383
1056,Mallard,Waterfowl,All,Mar/Apr 1999,Count,401,Esquimalt,467610.8115,5365701.676
1057,Northern Pintail,Waterfowl,All,Mar/Apr 1999,Count,31,Esquimalt,466620.0756,5366450.671
1058,Eurasian Wigeon,Waterfowl,All,Mar/Apr 1999,Count,3,Esquimalt,467417.0521,5365033.792
1059,American Wigeon,Waterfowl,All,Mar/Apr 1999,Count,72,Esquimalt,467417.5941,5364606.645
1060,Canvasback,Waterfowl,All,Mar/Apr 1999,Count,3,Sooke,449851.4496,5359366.024
1061,Greater Scaup,Waterfowl,All,Mar/Apr 1999,Count,121,Esquimalt,466265.7013,5367091.351
1062,Lesser Scaup,Waterfowl,All,Mar/Apr 1999,Count,85,Sooke,452084.2582,5358414.479
1063,scaup sp.,Waterfowl,All,Mar/Apr 1999,Count,NA,Sooke,451319.8789,5357509.262
1064,Harlequin Duck,Waterfowl,All,Mar/Apr 1999,Count,11,Esquimalt,467306.8173,5366229.722
1065,Oldsquaw,Waterfowl,All,Mar/Apr 1999,Count,2,Esquimalt,467934.7265,5364779.965
1066,Surf Seater,Waterfowl,All,Mar/Apr 1999,Count,21,Sooke,451846.4906,5359014.986
1067,White-w inged Scoter,Waterfowl,All,Mar/Apr 1999,Count,9,Esquimalt,466980.2295,5365602.285
1068,Common Goldeneye,Waterfowl,All,Mar/Apr 1999,Count,34,Sooke,449829.433,5359101.624
1069,Bufflehead,Waterfowl,All,Mar/Apr 1999,Count,336,Esquimalt,466278.854,5367068.489
1070,Hooded Merganser,Waterfowl,All,Mar/Apr 1999,Count,12,Esquimalt,466684.2853,5366406.233
1071,Common Merganser,Waterfowl,All,Mar/Apr 1999,Count,27,Esquimalt,467559.9273,5364945.538
1072,Red-breasted Merganser,Waterfowl,All,Mar/Apr 1999,Count,85,Sooke,451030.1996,5358631.659
1073,American Coot,Coots,All,Mar/Apr 1999,Count,13,Sooke,451165.9425,5359750.264
1074,Semipalmated Plover,Shorebirds,All,Mar/Apr 1999,Count,NA,Sooke,451571.9883,5357787.114
1075,Killdeer,Shorebirds,All,Mar/Apr 1999,Count,NA,Sooke,451476.1186,5358978.34
1076,Black-bellied Plover,Shorebirds,All,Mar/Apr 1999,Count,NA,Esquimalt,466953.7781,5365970.549
1077,Black Oystercatcher,Shorebirds,All,Mar/Apr 1999,Count,5,Esquimalt,467838.6082,5365923.679
1078,Greater Yellowlegs,Shorebirds,All,Mar/Apr 1999,Count,NA,Esquimalt,467153.0132,5365836.834
1079,Ruddy Turnstone,Shorebirds,All,Mar/Apr 1999,Count,NA,Sooke,449986.6903,5358034.65
1080,Black Turnstone,Shorebirds,All,Mar/Apr 1999,Count,22,Esquimalt,467021.3692,5364863.419
1081,Dunlin,Shorebirds,All,Mar/Apr 1999,Count,11,Sooke,449933.2597,5359097.59
1082,Western Sandpiper,Shorebirds,All,Mar/Apr 1999,Count,NA,Sooke,451279.1553,5359634.525
1083,Least Sandpiper,Shorebirds,All,Mar/Apr 1999,Count,NA,Esquimalt,466768.6327,5365663.758
1084,Sanderllng,Shorebirds,All,Mar/Apr 1999,Count,NA,Sooke,450284.563,5358714.749
1085,Short-billed Dowitcher,Shorebirds,All,Mar/Apr 1999,Count,NA,Sooke,451801.7473,5359302.66
1086,Common Snipe,Shorebirds,All,Mar/Apr 1999,Count,NA,Esquimalt,467386.6362,5365537.9
1087,Red-necked Phalarope,Shorebirds,All,Mar/Apr 1999,Count,NA,Sooke,449594.0775,5357977.1
1088,Bonaparte's Gull,Gulls and Terns,All,Mar/Apr 1999,Count,NA,Sooke,451758.8583,5358908.126
1089,Heermann's Gull,Gulls and Terns,All,Mar/Apr 1999,Count,NA,Esquimalt,467199.6634,5365664.404
1090,Mew Gull,Gulls and Terns,All,Mar/Apr 1999,Count,96,Sooke,451017.1358,5358719.367
1091,California Gull,Gulls and Terns,All,Mar/Apr 1999,Count,8,Sooke,450169.7935,5358437.361
1092,Thayer's Gull,Gulls and Terns,All,Mar/Apr 1999,Count,NA,Sooke,450899.4482,5357272.141
1093,Glaucous-winged Gull,Gulls and Terns,All,Mar/Apr 1999,Count,220,Esquimalt,467192.4649,5364893.467
1094,Western Gull,Gulls and Terns,All,Mar/Apr 1999,Count,1,Esquimalt,467094.6953,5365516.954
1095,gull sp.,Gulls and Terns,All,Mar/Apr 1999,Count,NA,Esquimalt,467225.7844,5365678.176
1096,Caspian Tern,Gulls and Terns,All,Mar/Apr 1999,Count,NA,Sooke,451538.7672,5358196.597
1097,Common Murra,Auks,All,Mar/Apr 1999,Count,5,Esquimalt,468373.5999,5364496.198
1098,Pigeon Guillemot,Auks,All,Mar/Apr 1999,Count,13,Sooke,450485.7782,5357411.137
1099,Marbled Murrrelet,Auks,All,Mar/Apr 1999,Count,NA,Esquimalt,467778.2881,5365977.732
1100,Cassln's Auklet,Auks,All,Mar/Apr 1999,Count,NA,Esquimalt,467532.518,5365133.879
1101,Rhinoceros Auklet,Auks,All,Mar/Apr 1999,Count,21,Sooke,452152.6873,5357939.281
1102,Pied-billed Grebe,Loons and Grebes,A,Mar/Apr 1999,Count,NA,Sooke,451029.8622,5357401.8
1103,Horned Grebe,Loons and Grebes,A,Mar/Apr 1999,Count,NA,Esquimalt,467983.0396,5364925.652
1104,Western Grebe,Loons and Grebes,A,Mar/Apr 1999,Count,NA,Sooke,452400.4018,5357932.366
1105,Double-crested Cormorant,Cormorants,A,Mar/Apr 1999,Count,19,Sooke,449995.5328,5359225.505
1106,Great Blue Heron,Herons,A,Mar/Apr 1999,Count,6,Esquimalt,468483.76,5364744.674
1107,Mute Swan,Waterfowl,A,Mar/Apr 1999,Count,NA,Esquimalt,467806.2404,5365321.806
1108,Canada Goose,Waterfowl,A,Mar/Apr 1999,Count,33,Esquimalt,467125.3632,5366530.753
1109,Wood Duck,Waterfowl,A,Mar/Apr 1999,Count,NA,Esquimalt,467410.5163,5365609.736
1110,Green-winged Teal,Waterfowl,A,Mar/Apr 1999,Count,7,Esquimalt,467839.5319,5366089.655
1111,Gadwall,Waterfowl,A,Mar/Apr 1999,Count,5,Esquimalt,467371.4443,5365888.879
1112,Mallard,Waterfowl,A,Mar/Apr 1999,Count,83,Esquimalt,467832.0214,5364823.671
1113,Northern Pintail,Waterfowl,A,Mar/Apr 1999,Count,NA,Esquimalt,466806.1684,5365971.886
1114,Eurasian Wigeon,Waterfowl,A,Mar/Apr 1999,Count,3,Sooke,450108.3113,5358739.67
1115,American Wigeon,Waterfowl,A,Mar/Apr 1999,Count,17,Sooke,452534.5746,5357426.624
1116,Canvasback,Waterfowl,A,Mar/Apr 1999,Count,NA,Sooke,451420.8784,5359227.647
1117,Greater Scaup,Waterfowl,A,Mar/Apr 1999,Count,110,Esquimalt,467479.3423,5365976.422
1118,Lesser Scaup,Waterfowl,A,Mar/Apr 1999,Count,NA,Esquimalt,467659.199,5366121.311
1119,Scaup sp.,Waterfowl,A,Mar/Apr 1999,Count,NA,Sooke,451176.1015,5357769.702
1120,Surf Scoter,Waterfowl,A,Mar/Apr 1999,Count,NA,Esquimalt,467862.6262,5365067.613
1121,Common Goldeneye,Waterfowl,A,Mar/Apr 1999,Count,1,Sooke,450453.1614,5359045.504
1122,Bufflehead,Waterfowl,A,Mar/Apr 1999,Count,117,Esquimalt,467483.0483,5365283.758
1123,Hooded Merganser,Waterfowl,A,Mar/Apr 1999,Count,5,Esquimalt,467054.2549,5366461.451
1124,Common Merganser,Waterfowl,A,Mar/Apr 1999,Count,13,Esquimalt,467983.9557,5365049.615
1125,American Coot,Coots,A,Mar/Apr 1999,Count,6,Esquimalt,467212.4798,5365951.324
1126,Killdeer,Shorebirds,A,Mar/Apr 1999,Count,NA,Sooke,449845.6737,5357602.275
1127,Western Sandpiper,Shorebirds,A,Mar/Apr 1999,Count,NA,Sooke,450306.7422,5358811.785
1128,California Gull,Gulls and Terns,A,Mar/Apr 1999,Count,NA,Sooke,452667.2488,5359539.976
1129,Glaucous-winged Gull,Gulls and Terns,A,Mar/Apr 1999,Count,25,Esquimalt,467486.8717,5366403.551
1130,Belted Kingfisher,Kingfishers,A,Mar/Apr 1999,Count,NA,Esquimalt,467948.7465,5364690.057
1131,Double-crested Cormorant,Cormorants,B,Mar/Apr 1999,Count,52,Sooke,450154.9171,5358672.345
1132,Great Blue Heron,Herons,B,Mar/Apr 1999,Count,NA,Sooke,450870.3203,5359286.419
1133,Trumpeter Swan,Waterfowl,B,Mar/Apr 1999,Count,NA,Esquimalt,467252.876,5364912.39
1134,Canada Goose,Waterfowl,B,Mar/Apr 1999,Count,8,Sooke,452291.6202,5358428.309
1135,Mallard,Waterfowl,B,Mar/Apr 1999,Count,35,Esquimalt,466577.1934,5366637.593
1136,Eurasian Wigeon,Waterfowl,B,Mar/Apr 1999,Count,NA,Sooke,452103.9363,5358314.638
1137,American Wigeon,Waterfowl,B,Mar/Apr 1999,Count,14,Sooke,452417.7524,5357878.805
1138,Canvasback,Waterfowl,B,Mar/Apr 1999,Count,NA,Sooke,452261.8121,5358639.686
1139,Greater Scaup,Waterfowl,B,Mar/Apr 1999,Count,9,Sooke,450843.8918,5359406.088
1140,scaup sp.,Waterfowl,B,Mar/Apr 1999,Count,NA,Sooke,452685.0356,5359640.592
1141,Bufflehead,Waterfowl,B,Mar/Apr 1999,Count,13,Sooke,451257.4548,5359761.295
1142,Hooded Merganser,Waterfowl,B,Mar/Apr 1999,Count,NA,Sooke,450923.3197,5358226.139
1143,Common Merganser,Waterfowl,B,Mar/Apr 1999,Count,2,Sooke,452321.3814,5358571.666
1144,Red-breasted Merganser,Waterfowl,B,Mar/Apr 1999,Count,NA,Sooke,450855.2018,5358848.248
1145,Western Sandpiper,Shorebirds,B,Mar/Apr 1999,Count,NA,Esquimalt,468044.6807,5365156.533
1146,Least Sandpiper,Shorebirds,B,Mar/Apr 1999,Count,NA,Sooke,450541.0763,5358272.941
1147,Mew Gull,Gulls and Terns,B,Mar/Apr 1999,Count,NA,Sooke,451514.2484,5357525.897
1148,California Gull,Gulls and Terns,B,Mar/Apr 1999,Count,NA,Sooke,450571.405,5357827.577
1149,Glaucous-winged Gull,Gulls and Terns,B,Mar/Apr 1999,Count,8,Sooke,450905.7514,5358067.611
1150,Belted Kingfisher,Kingfishers,B,Mar/Apr 1999,Count,NA,Sooke,450273.0978,5359426.339
1151,Red-throated Loon,Loons and Grebes,All,May-99,Count,NA,Esquimalt,467379.2666,5365617.41
1152,Pacific Loon,Loons and Grebes,All,May-99,Count,NA,Sooke,451053.3194,5358307.115
1153,Common Loon,Loons and Grebes,All,May-99,Count,NA,Sooke,451602.3484,5359519.078
1154,Yellow-billed Loon,Loons and Grebes,All,May-99,Count,NA,Sooke,452056.3237,5359218.792
1155,Pied--bllled Grebe,Loons and Grebes,All,May-99,Count,NA,Esquimalt,467078.3722,5364975.388
1156,Eared Grebe,Loons and Grebes,All,May-99,Count,NA,Esquimalt,467077.9177,5365612.055
1157,Red-necked Grebe,Loons and Grebes,All,May-99,Count,5,Esquimalt,467067.6963,5365121.848
1158,Horned Grebe,Loons and Grebes,All,May-99,Count,NA,Esquimalt,466414.0203,5367066.82
1159,Western Grebe,Loons and Grebes,All,May-99,Count,NA,Esquimalt,466761.2502,5365841.178
1160,Double-crested Cormorant,Cormorants,All,May-99,Count,22,Sooke,451768.6927,5358431.511
1161,Brandt's Cormorant,Cormorants,All,May-99,Count,NA,Esquimalt,468169.5077,5364715.791
1162,Pelagic Cormorant,Cormorants,All,May-99,Count,2,Esquimalt,467758.0588,5365332.213
1163,Great Blue Heron,Herons,All,May-99,Count,23,Sooke,452553.5505,5357418.214
1164,Mute Swan,Waterfowl,All,May-99,Count,NA,Sooke,451576.0968,5358173.249
1165,Trumpeter Swan,Waterfowl,All,May-99,Count,NA,Esquimalt,467270.0446,5365047.031
1166,Canada Goose,Waterfowl,All,May-99,Count,44,Sooke,451705.1647,5359341.119
1167,Brant,Waterfowl,All,May-99,Count,NA,Sooke,449645.3676,5359181.983
1168,Wood Duck,Waterfowl,All,May-99,Count,NA,Sooke,451557.479,5359044.832
1169,Green-winged Teal,Waterfowl,All,May-99,Count,4,Sooke,452501.7295,5357339.55
1170,Gadwall,Waterfowl,All,May-99,Count,NA,Sooke,452205.2942,5359329.398
1171,Mallard,Waterfowl,All,May-99,Count,84,Esquimalt,466761.7415,5366794.9
1172,Northern Pintail,Waterfowl,All,May-99,Count,4,Sooke,450892.9412,5358245.923
1173,Eurasian Wigeon,Waterfowl,All,May-99,Count,NA,Esquimalt,467006.6111,5366654.834
1174,American Wigeon,Waterfowl,All,May-99,Count,1,Esquimalt,467154.6575,5365035.772
1175,Canvasback,Waterfowl,All,May-99,Count,NA,Sooke,451905.4668,5359032.81
1176,Greater Scaup,Waterfowl,All,May-99,Count,NA,Esquimalt,467270.0512,5364897.922
